"Name","Geodaten"
"Salerno ( = Salerno)","POINT(14.765922 40.677986)"
"Abellino ( = Avelino, Abellinum)","POINT(14.825643 40.916893)"
"Berone ( = ?)","POINT(25.624922 42.423779)"
"Ad Maiores ( = ?)","POINT(7.556609 34.397675)"
"Trallis ( = ?)","POINT(27.844221 37.8535)"
"Anogome ( = ?)","POINT(27.441328 38.024593)"
"Magnesia ( = ?)","POINT(27.533091 37.853092)"
"Avibvs ( = ?)","POINT(9.79452 33.883602)"
"Catabolo ( = ?)","POINT(35.984005 36.911362)"
"Pompeiopolis ( = ?)","POINT(34.53215 36.729748)"
"Soloe ( = ?)","POINT(34.53215 36.729748)"
"Timezegeri tvrris ( = ?)","POINT(9.76669 33.733204)"
"Bathna ( = ?)","POINT(37.523029 36.371372)"
"Svre ( = ?)","POINT(38.914356 35.863979)"
"Sitae ( = ?)","POINT(40.989422 37.86417)"
"Barbare ( = ?)","POINT(39.294769 37.257889)"
"Sabrata ( = ?)","POINT(12.484959 32.805897)"
"Ad ficvm ( = ?)","POINT(15.726925 31.397715)"
"adtygrem ( = ?)","POINT(40.230629 37.91441)"
"Cenoboscio ( = ?)","POINT(32.307667 26.059231)"
"Antino ( = Antinoopolis)","POINT(30.882706 27.813026)"
"Adnovas ( = ?)","POINT(12.81423 42.21133)"
"Rababatora ( = Areopolis)","POINT(35.736 31.272921)"
"Andarado ( = ?)","POINT(35.878071 34.909962)"
"Adlefas ( = Allifae)","POINT(14.330592 41.328487)"
"Altvbvros ( = Althiburos)","POINT(8.831793 35.94384)"
"Elevsina ( = ?)","POINT(23.541895 38.050003)"
"Palibotra ( = ?)","POINT(85.135017 25.614443)"
"Adnovas ( = ?)","POINT(12.014236 43.183651)"
"Vmbro Fl. ( = Fiume Ombrone)","POINT(11.615256 43.465813)"
"Ranilvm ( = ?)","POINT(25.206142 42.206142)"
"Maniliana ( = ?)","POINT(10.677338 42.967979)"
"Rvzai Mvnicipiv̅ ( = ?)","POINT(4.856644 36.677231)"
"Cvbin ( = ?)","POINT(10.420876 36.166428)"
"Ad portv̅ ( = ?)","POINT(5.817261 35.962444)"
"Priferno ( = Prifernum)","POINT(13.469582 42.357784)"
"Adrvbras ( = Grottarossa)","POINT(12.463646 41.946724)"
" ( = ?)","POINT(3.964863 49.045296)"
"Sitillia ( = ?)","POINT(3.793373 46.350365)"
"Adsava Mvnicipivm ( = ?)","POINT(5.055828 36.322731)"
"Ad Basilica ( = ?)","POINT(5.582428 36.586311)"
"Adflexvm ( = ?)","POINT(13.975639 41.441181)"
"Onellana ( = ?)","POINT(10.18115 36.382111)"
"Portus ( = Fiumicino)","POINT(12.257974 41.77972)"
"Baiae ( = Baia)","POINT(14.066458 40.819122)"
" ( = ?)","POINT(17.34129 43.104759)"
"comeli magvs ( = ?)","POINT(9.224705 45.043907)"
"Cencris ( = ?)","POINT(22.987499 37.88501)"
"Vignas ( = Contrada Vignola, Ad Vignas)","POINT(13.087782 41.947807)"
" ( = Villa di Nerone a Subiaco)","POINT(13.107402 41.918423)"
"Ad Fines ( = Pfyn)","POINT(8.961411 47.603153)"
"Aqvis Segeste ( = Sceaux-du-Gâtinais)","POINT(2.6227 48.115448)"
"Castris rvbris ( = ?)","POINT(26.092222 41.93222)"
"Dyosinopoli ( = Baltschik, Dyosinopolis)","POINT(28.161907 43.425777)"
"Dorionibvs ( = ?)","POINT(24.73011 43.253582)"
"Avido ( = ?)","POINT(26.40913 40.195114)"
"Bvrdenis ( = ?)","POINT(26.19602 41.768238)"
"Bonconica ( = Nierstein, Buconica)","POINT(8.344365 49.871456)"
"Argesis ( = ?)","POINT(27.596451 39.727646)"
"Hadrianvteba ( = ?)","POINT(27.910652 39.60672)"
"Gerame ( = ?)","POINT(27.690683 39.368721)"
"Agmonia ( = ?)","POINT(29.77343 38.660049)"
"Nacolea ( = ?)","POINT(30.706585 39.461361)"
"Docymeo ( = ?)","POINT(30.752909 38.862858)"
"Appollonia ( = ?)","POINT(30.445726 38.083096)"
"Tyemnvm ( = ?)","POINT(27.196999 38.671913)"
"Mindo Fl. ( = ?)","POINT(27.242414 37.073692)"
"Lorimna ( = ?)","POINT(28.008217 36.577389)"
"Carvra ( = ?)","POINT(28.822929 37.940338)"
"Tolosocorio ( = ?)","POINT(31.854124 39.05838)"
"Baratha ( = ?)","POINT(33.108837 37.442745)"
"Pyrgos ( = ?)","POINT(32.75 37.75)"
"Caena ( = ?)","POINT(34.126747 38.043404)"
"Addavalis ( = ?)","POINT(34.673489 38.039494)"
"Cibistra ( = ?)","POINT(34.957272 38.350826)"
"Cambe ( = ?)","POINT(35.024277 38.800755)"
"Sermvsa ( = ?)","POINT(35.784298 39.99292)"
"Serione ( = ?)","POINT(-0.334691 44.633175)"
"Sarnali ( = ?)","POINT(1.026486 43.789707)"
"Hasia ( = ?)","POINT(8.206756 44.900894)"
"Ad navalia ( = ?)","POINT(8.643922 44.390312)"
"Hasta ( = ?)","POINT(8.747845 44.43066)"
"Adsolaria ( = ?)","POINT(9.320172 44.317059)"
"Ad monilia ( = ?)","POINT(9.491255 44.238281)"
"Adpadvm ( = ?)","POINT(9.5972 45.088303)"
"Boron ( = ?)","POINT(9.910685 44.163258)"
"Isex Fl. ( = ?)","POINT(11.430301 44.458271)"
"Silarvm Fl. ( = ?)","POINT(11.57935 44.400127)"
"Sinnvm Fl. ( = ?)","POINT(11.81816 44.308048)"
"Rvbico Fl. ( = ?)","POINT(12.41986 44.154621)"
"Coabis ( = ?)","POINT(35.476967 32.134594)"
"Arcelais ( = ?)","POINT(35.47298 31.96941)"
"Appolloniade ( = ?)","POINT(34.810757 32.1964)"
"Adponte ises ( = ?)","POINT(15.079411 48.148392)"
"Vadis Volateris ( = Vada ~ Rosignano Marittimo)","POINT(10.456738 43.353352)"
